reportType,timestamp,reportedBy,currentSpeed_kmh,ambientLight,wearableDeviceBPM,latitude,longitude
Object Blockage,2024-07-26T17:29:05.703530,user390,19.382869074569157,26111.617011456372,153,53.98464109116672,-118.66854862341236
No Gas,2024-07-26T22:51:50.099033,user1238,24.757113140867705,1938.4905436143295,0,53.84385336248574,-118.60279313865655
Slow Area,2024-07-27T02:35:45.914276,user3663,10.582142241449843,4199.927522193671,110,53.891323918455406,-118.52160722541478
Slow Area,2024-07-26T03:33:43.010948,user1687,37.780999918780175,1161.4293956896313,0,53.92759433695243,-118.5139903232297
No Gas,2024-07-27T01:46:17.699675,user2115,127.49981471552243,294.9763014090165,0,53.84322512194708,-118.69299354011213
No Gas,2024-07-27T13:54:41.877278,user350,16.03777182568374,1521.8363161986267,124,53.8639113630729,-118.65703296545463
Shelter,2024-07-27T21:33:18.847593,user1671,135.31132649879947,28038.437550083356,0,53.995950973526604,-118.63845761159385
Safe Zones,2024-07-27T03:05:29.559781,user3592,13.199133927399728,6808.423420030633,0,53.9349164365602,-118.66313055631456
Low Visibility,2024-07-26T20:55:15.671974,user1723,12.659659262079975,735.5474093764161,0,53.99475199047391,-118.52970115683586
Shelter,2024-07-26T10:00:25.506974,user3188,98.79077382722454,25832.66753477683,0,53.845534909835834,-118.67212720335692
Shelter,2024-07-26T00:29:28.956064,user223,117.9709783536902,275.34709427078064,106,53.81653949543035,-118.5003436607566
Car Crash,2024-07-27T22:30:58.872014,user4035,15.982633467585385,580.6599449029226,119,53.926740817090234,-118.66388381795294
No Gas,2024-07-26T18:38:13.880197,user1809,35.0811971711148,765.7197525455856,0,53.931779671249714,-118.58578613649514
Low Visibility,2024-07-26T05:28:59.680854,user441,4.442103430810653,25621.021516957782,176,49.312405869599786,-114.03023678161274
No Gas,2024-07-27T18:17:46.394727,user2650,11.848461606565223,23103.24643136427,140,55.22910600998945,-118.21744538228987
Low Visibility,2024-07-26T18:49:40.744299,user746,124.35319314263494,943.8140087046057,0,53.985171982008836,-118.68071454592473
Shelter,2024-07-27T20:57:14.882618,user3498,4.975610733324821,9128.37312533619,0,53.99472785239167,-118.68855218276641
No Gas,2024-07-27T13:34:31.349200,user1300,0.6260136076695988,1675.1639118806897,140,53.922641689475704,-118.6272899610508
No Gas,2024-07-26T15:25:01.280456,user4953,22.561347031460873,14.687992138508466,96,53.9520399159372,-118.60571607043521
First Responders,2024-07-26T12:53:01.593563,user2641,116.47536836445656,3408.9113298344537,0,53.883981498528684,-118.65475243954428
Slow Area,2024-07-27T13:58:14.628795,user845,103.4812768469822,13.788487735393762,74,59.20600816311934,-118.72898639154461
First Responders,2024-07-26T03:59:25.771793,user2708,144.79314911631803,1618.4229946703836,155,53.98520317433303,-118.61012818005514
No Gas,2024-07-27T11:54:06.899219,user1128,82.46501407832463,20987.244828739487,0,53.949037033437826,-118.55914342052357
No Gas,2024-07-27T16:21:26.155312,user3084,20.75019931351121,741.6111790316554,0,53.82422660733574,-118.52089375866487
First Responders,2024-07-27T08:09:13.339144,user3121,24.329473645552696,307.4484761493574,113,56.630284494859545,-112.34560068444358
First Responders,2024-07-26T04:04:46.894210,user931,27.774368442071697,1190.0699804274996,96,53.981901019496746,-118.57916835447334
Low Visibility,2024-07-26T23:56:21.284480,user4024,6.693735213891979,22651.899495634854,119,53.80596527540952,-118.69505049462772
Shelter,2024-07-26T15:31:24.940067,user660,10.310289135301028,6277.875759411721,116,53.96878176069049,-118.56875566274087
No Gas,2024-07-27T10:49:56.230615,user2898,125.87373920633593,14013.10316306332,99,53.80650533687443,-118.63108526386323
Safe Zones,2024-07-26T23:00:29.266717,user1701,101.65758353259514,554.117378726818,0,53.89730045391741,-118.5840247675298
Safe Zones,2024-07-27T08:21:41.937072,user3370,2.5896346391410674,23902.304332256586,0,53.97715260497491,-118.56188897031244
Wildfire Zones,2024-07-26T01:42:51.598412,user451,27.83584187833734,1983.7322362686045,80,53.88807784410301,-118.62918763480107
Car Crash,2024-07-26T19:35:20.657240,user71,112.67160274835727,20.170881876712897,116,52.73861550242225,-117.68701503991527
Object Blockage,2024-07-26T08:37:01.208827,user1722,8.015359954281681,358.08831717159063,178,53.86097772388499,-118.517362893506
Wildfire Zones,2024-07-26T16:17:49.328226,user4713,21.920242398257876,18916.18467190556,152,53.96164132173981,-118.54612255638467
Slow Area,2024-07-27T04:38:37.591947,user965,9.094007916260075,1233.1946738284557,117,53.936620699110186,-118.59155638811214
Wildfire Zones,2024-07-26T12:05:06.519117,user4934,124.6229202747904,830.7364533398301,141,53.96717356474608,-118.62518570923596
Wildfire Zones,2024-07-26T03:50:06.756657,user4228,91.30381872457069,10528.361160581315,83,53.89427901152053,-118.55038448164963
Object Blockage,2024-07-26T02:53:43.179838,user59,27.46963460284829,1883.5485702120561,0,53.94768715920934,-118.66914318881051
Safe Zones,2024-07-26T11:59:17.088711,user4740,5.697180458415726,547.7189242864242,135,53.97257567624735,-118.6718610596401
No Gas,2024-07-27T13:45:23.208188,user3461,70.36854479309093,5746.290562850493,120,53.96552672110249,-118.61014850345282
Low Visibility,2024-07-27T18:53:11.604237,user4101,29.102586914032795,1982.752897628429,0,53.87948859113781,-118.5362463732182
First Responders,2024-07-27T04:26:18.009277,user1737,44.57421378450604,6646.587623320147,0,54.76753129781652,-119.3633110404499
Wildfire Zones,2024-07-26T11:16:50.987116,user2502,98.83232780663312,1956.2109061925719,0,53.94936257649679,-118.53935318364653
Object Blockage,2024-07-26T09:24:11.403842,user1385,5.921235679678634,167.5859530087722,129,53.83048171260189,-118.62470994990457
Safe Zones,2024-07-27T04:46:16.476064,user2451,0.3892327349522873,5333.176910989413,0,53.96670032656651,-118.60034937547408
Wildfire Zones,2024-07-26T17:08:14.708776,user1286,16.427106806276157,10984.980461942258,0,53.94932616778611,-118.60127315285797
First Responders,2024-07-26T19:53:59.516190,user2496,4.724289208829454,766.7657301055899,150,53.84431472863123,-118.5632662218307
Object Blockage,2024-07-26T03:53:28.754296,user2484,28.41349586685236,1828.332061717765,0,53.956412084011205,-118.61625747623258
Object Blockage,2024-07-26T22:59:51.093679,user2321,148.20878196840866,29381.50466893399,0,53.99764830909972,-118.65112772550273
Shelter,2024-07-27T05:41:15.506023,user93,15.999605054250841,808.9024421456396,87,53.85448433128756,-118.6009580460212
Slow Area,2024-07-26T12:53:18.630454,user3804,9.50530197235104,2031.9684531265602,0,53.92739761933416,-118.5275841741926
Slow Area,2024-07-26T15:05:57.161520,user4597,8.97841971733559,711.3133150424898,110,54.73333236607093,-112.19049943615632
First Responders,2024-07-27T07:21:34.539485,user2669,26.391356194980048,100.14004841155355,0,53.848931329157864,-118.68192664668749
First Responders,2024-07-26T21:29:05.384259,user3973,14.536364613628058,1287.5882208279218,129,50.29984260974365,-112.27985032389894
No Gas,2024-07-26T03:04:37.844112,user3349,113.036227151828,1417.4768664795495,138,53.974331395381185,-118.60121683243351
Safe Zones,2024-07-26T02:32:36.817630,user2520,8.829210072711676,1522.6729407448877,102,53.856906108994764,-118.64579320325913
Slow Area,2024-07-27T13:25:13.229678,user615,27.475334269615917,301.9577093006933,99,53.933938962371364,-118.61459643485794
Shelter,2024-07-26T05:34:22.896150,user3437,4.271654963945685,1868.7159560798027,110,53.82392277942024,-118.5539484512325
Safe Zones,2024-07-27T20:53:27.995747,user1105,134.98048743928706,379.06365334351443,116,53.92954506037993,-118.53130098339658
First Responders,2024-07-27T03:52:26.441994,user2141,24.816832137232076,106.02996754271688,115,53.94170806172585,-118.62687668438903
Low Visibility,2024-07-26T05:15:41.757078,user3235,29.05304601469248,111.00144188470284,0,53.80564064200911,-118.62874551923413
First Responders,2024-07-26T07:16:56.525124,user4312,4.987060335400866,598.1138589898201,0,53.93752762879101,-118.53595422001341
Slow Area,2024-07-26T17:12:01.796034,user783,3.699830239083285,1774.0735346793188,0,53.80220115163536,-118.57647048114791
First Responders,2024-07-27T00:49:12.980268,user2000,60.627717612551734,16351.687332510151,0,53.83947511009486,-118.66620039333543
Car Crash,2024-07-26T23:41:04.516779,user4172,22.321581261419247,6569.121811914685,117,53.829327757370045,-118.68617784837943
No Gas,2024-07-27T10:16:01.336732,user67,56.90613827022964,1632.298616422162,83,53.87159065671001,-118.68841099213303
First Responders,2024-07-27T01:17:39.587507,user3367,99.08629874313061,275.88274848806236,169,53.93491117615614,-118.54412081603755
No Gas,2024-07-27T03:53:17.527558,user1382,11.129819491112539,6271.8960083162,0,53.82425647267539,-118.62343085510773
Object Blockage,2024-07-27T09:45:51.560682,user1102,17.635379435584703,442.1084642356816,0,53.97584171377606,-118.56887104586345
Low Visibility,2024-07-26T09:41:59.887835,user1209,143.17224765343508,656.1460979870794,0,53.87502255493255,-118.61735703671606
First Responders,2024-07-26T04:07:39.413211,user3401,64.99629985014727,215.47945163987404,0,53.86190524868406,-118.66321529647188
Object Blockage,2024-07-26T23:49:05.257233,user3275,1.2011872683714242,1351.6383341451522,0,53.82373098660956,-118.53385031171355
Car Crash,2024-07-26T17:55:46.767309,user4974,42.81782017069126,1957.3373276799985,178,53.900506483667534,-118.53231334077651
Object Blockage,2024-07-27T09:13:00.813211,user3631,28.218644458261437,1937.0650898394078,0,53.84054026563045,-118.57801724119022
Low Visibility,2024-07-27T17:22:11.142258,user3206,142.3313378280452,68.33419002862517,0,53.970284422225234,-118.50436810926911
Car Crash,2024-07-27T07:53:54.952760,user4426,7.886046519856894,7687.556883814852,0,53.89058056641286,-118.66285851636599
Low Visibility,2024-07-27T17:30:09.612271,user4134,8.58691289959308,1114.2391767143276,101,53.869643924683466,-118.50808512411592
Car Crash,2024-07-27T14:30:20.649455,user863,14.525691700785504,23953.702427565135,128,53.90474330601483,-118.51065341437844
Car Crash,2024-07-27T03:26:10.038399,user2942,135.0553946543447,758.7821210461849,0,53.96910113436166,-118.63422545318191
Shelter,2024-07-27T23:25:49.219166,user3683,71.94595222545988,17247.65925015985,0,53.96201348310014,-118.67662744233738
No Gas,2024-07-27T05:27:44.717571,user669,28.532771942714085,1940.255265585125,0,53.91025611817941,-118.52509433674875
First Responders,2024-07-27T23:25:05.220536,user1374,29.700573637890447,1098.878849463014,79,53.91529418871818,-118.59217523368702
Wildfire Zones,2024-07-27T02:03:36.892911,user2075,7.846082417300689,18.82635663120624,97,53.94718660744273,-118.68154402895988
First Responders,2024-07-26T14:21:36.544965,user3093,109.77003438982868,9.508375497298328,95,53.917015168307785,-118.63481552868248
Slow Area,2024-07-26T19:07:21.232174,user4691,8.393859761234822,8437.46041720156,157,53.82520271547957,-118.64073265680724
Safe Zones,2024-07-27T11:46:15.983653,user1147,13.437530566226561,1800.3397455942961,0,54.8975076271992,-115.17339094144585
Shelter,2024-07-26T15:36:07.193397,user864,58.62081749264756,24280.225814740174,0,53.9792961838908,-118.63547210344912
Safe Zones,2024-07-26T00:00:54.938006,user4248,15.936938652684356,796.948312832478,121,53.981042174951455,-118.60560047479294
Shelter,2024-07-26T01:57:30.505544,user806,24.375429862184372,1205.4860094531716,0,53.80325893506224,-118.53472248674453
Low Visibility,2024-07-27T09:27:41.973802,user1942,14.12879149508322,1457.5713020118842,70,53.90470497298534,-118.52936360062498
Low Visibility,2024-07-27T18:21:41.225758,user793,13.879867853153602,1783.0797320270294,133,53.85343864245218,-118.67931967483487
Car Crash,2024-07-26T18:31:39.668888,user274,13.520014590064186,477.5575540750758,96,53.8030241487776,-118.59381930113977
Low Visibility,2024-07-27T05:18:16.285435,user2456,108.26305584765305,1449.7767959872463,0,53.912470041357544,-118.6073438706886
Low Visibility,2024-07-27T03:49:46.042370,user4253,10.614316428423784,16965.441750870574,0,53.87991488658615,-118.647246016553
First Responders,2024-07-27T21:53:43.629874,user1610,40.528904592773834,15984.156905033067,122,53.841939324725395,-118.6204060456572
Wildfire Zones,2024-07-26T04:17:17.151397,user3583,80.69617806572722,633.21918817948,166,53.82238977253893,-118.69419213646538
Car Crash,2024-07-26T10:53:03.893895,user271,9.397919342617728,117.78971384331882,0,51.537820504029405,-119.13950149235029
Object Blockage,2024-07-26T08:43:21.128991,user4336,15.561227661802608,435.18403663169835,0,53.83397301156682,-118.66509532182805
Shelter,2024-07-27T20:20:50.966089,user4609,10.261684635030774,750.3105024446077,0,50.20897184639381,-118.33295484673826
Car Crash,2024-07-26T00:04:57.386714,user2403,124.08817936163302,7988.129912982514,0,53.864815503535404,-118.61593165677398
Car Crash,2024-07-26T16:49:18.644443,user3422,15.766360403826372,8405.42871150695,128,53.8507882296424,-118.6595997333199
Low Visibility,2024-07-26T01:34:32.834029,user2672,134.70330301431733,767.3819324640422,123,53.918405688097465,-118.60010343938053
Wildfire Zones,2024-07-26T07:12:10.894274,user4548,5.83060458994339,1065.1223824711665,77,59.92984527212087,-113.69401581410246
Object Blockage,2024-07-26T12:19:28.082945,user3581,6.976376003969794,137.4992552133576,89,57.449771065464375,-115.89666010318398
Shelter,2024-07-26T08:56:09.151013,user4471,16.266886508885232,1962.760210442088,0,53.91195610526633,-118.58564762286063
Safe Zones,2024-07-26T14:24:38.128776,user2844,7.202209865391781,1373.5220686864973,122,53.93095372260821,-118.51305128810348
Car Crash,2024-07-26T00:31:07.057337,user4873,52.13977271073145,16735.712612051375,86,53.88647147238015,-118.58492266611526
Shelter,2024-07-26T10:05:10.081422,user4706,8.490705576818202,342.70125043264244,0,53.843519840452224,-118.66392630368658
Car Crash,2024-07-27T18:28:09.001115,user532,24.485300037946516,124.2570550951727,122,53.85208576821491,-118.61520065488475
No Gas,2024-07-26T10:48:06.201243,user1604,8.449130000152572,1372.2590918686597,134,53.80638680080645,-118.68958725794106
Safe Zones,2024-07-26T22:07:02.132867,user1508,20.53507176982209,25952.53675150408,148,53.89283352120867,-118.5079165825087
Object Blockage,2024-07-26T00:34:00.719730,user3822,134.84831238580958,57.34504345787583,0,54.749419357694606,-117.37634898068029
Wildfire Zones,2024-07-26T23:51:06.617490,user2684,147.00503633565324,767.9984037705638,0,53.805722542775335,-118.52393914577436
Slow Area,2024-07-27T06:33:42.958502,user2502,26.127124874618453,1211.5825284549726,74,53.993223625987284,-118.51193455778025
Shelter,2024-07-26T17:46:12.409877,user3032,10.97574617144854,1909.5201291668454,0,53.960953685274646,-118.54362888490833
No Gas,2024-07-26T20:32:26.714461,user2535,10.1661902287523,393.87433419248055,166,53.875828336751084,-118.57403748496014
Slow Area,2024-07-27T06:22:23.050693,user170,127.22512745971386,1171.6913627786166,0,53.95448144315026,-118.52320515310592
Low Visibility,2024-07-27T13:52:37.108296,user2494,82.35596295303232,232.24482523599798,170,53.912847095292264,-118.53064681714292
Slow Area,2024-07-26T10:16:19.959315,user1947,9.420366396130957,16838.10431198003,70,53.91374936002444,-118.6158031289554
No Gas,2024-07-27T03:34:29.420291,user3585,0.6414554715951926,836.4429452214789,0,53.89277016532245,-118.5938224537832
First Responders,2024-07-26T20:29:10.730556,user1125,147.30602202665722,383.81268677509905,105,53.481080746417646,-112.40940421107163
Slow Area,2024-07-26T06:49:40.058073,user4037,83.3259029995999,862.1772295292886,0,53.81915572889208,-118.57427346110745
Car Crash,2024-07-27T23:54:31.136523,user2942,19.836381739475737,8080.850441917225,122,54.6918905634711,-116.76834944658532
Object Blockage,2024-07-27T16:08:28.298665,user3992,27.318595375362438,1980.6835608676008,169,53.87663597497752,-118.64034024332834
Shelter,2024-07-26T13:53:20.806262,user1822,4.241667006716775,7209.238265271618,0,55.512239823604716,-117.95972922794637
Car Crash,2024-07-27T05:42:11.605744,user558,138.56600941020994,1654.1679174542942,127,53.97776193051973,-118.56591437016046
No Gas,2024-07-26T04:54:51.300168,user266,28.233781843434695,3189.679603893997,159,53.86265582368315,-118.64222704322567
Car Crash,2024-07-27T07:49:02.557148,user1065,10.315003281643037,355.9403142171831,102,53.92139305040478,-118.69218993601636
Object Blockage,2024-07-26T17:57:09.706256,user2825,12.767386192114836,25585.51327218567,124,53.9426679921841,-118.61171374242994
First Responders,2024-07-26T12:04:00.935554,user3244,125.44836120086005,1967.6743770022954,0,51.01136051763049,-116.15333665073733
Low Visibility,2024-07-27T10:36:08.406242,user4684,21.500883385546736,224.31035960818545,0,53.94456471905334,-118.51563773966748
Object Blockage,2024-07-26T16:10:27.193602,user1718,29.69314833470194,724.0134467978742,0,53.99784071328313,-118.68334891020697
Wildfire Zones,2024-07-27T06:39:55.113899,user4691,85.3469457850797,837.3392985213767,0,53.8849376916534,-118.64656854735395
Wildfire Zones,2024-07-27T00:23:11.761934,user2169,12.500757617423073,397.6895790030626,0,53.90605644527188,-118.61919932425843
Low Visibility,2024-07-26T05:10:23.849319,user3959,16.633150604653025,943.4293443009144,0,53.84737944063171,-118.52518381159119
First Responders,2024-07-27T07:57:11.609822,user4808,29.984206918211633,12992.263007543677,111,53.91650689091262,-118.66887154977098
No Gas,2024-07-26T00:25:57.364881,user1631,12.080797753601143,261.6702765278885,0,59.897051572722944,-110.51518557734376
Slow Area,2024-07-26T14:21:41.689662,user4388,2.487707755419244,836.3399222400924,0,53.99953171104258,-118.57362276030517
Car Crash,2024-07-27T10:18:55.439164,user4582,2.6650674883328316,992.8652828345306,0,53.82181217815627,-118.61119729983693
Shelter,2024-07-27T15:46:03.597964,user4216,19.375974807625308,1110.9696331180637,137,50.542247420082376,-111.37528542350834
First Responders,2024-07-26T04:32:58.993986,user2802,107.45059166197805,25.214118228312543,0,53.86358118439137,-118.60613718260089
Car Crash,2024-07-27T00:14:31.237351,user3918,0.17558338930270034,5474.080796107646,0,53.905134790922276,-118.55445823337824
Wildfire Zones,2024-07-26T06:01:43.377142,user1319,143.7815713658065,22.97006403539403,85,53.893093660858234,-118.60885439467816
Object Blockage,2024-07-26T14:38:05.662790,user3491,14.725481892486021,1181.945995544501,0,53.99211068400145,-118.54535039548276
First Responders,2024-07-26T14:58:04.819481,user3093,24.36611181395885,2642.2861758125914,0,53.83894776536133,-118.54702469273526
No Gas,2024-07-27T17:28:19.793545,user445,0.09441049134642387,18088.039822116458,0,53.81105331810798,-118.52774978211305
Shelter,2024-07-27T05:51:34.084780,user2614,14.952916439046671,1106.0997159966344,98,53.85691298958957,-118.60270974941123
Low Visibility,2024-07-27T13:49:07.478011,user812,63.390217058271865,1581.9416604282987,0,53.995563200426666,-118.64580449315659
Shelter,2024-07-26T14:47:49.521060,user3447,108.24073449508798,17410.076255058615,0,53.975288693440966,-118.69188054929772
First Responders,2024-07-27T11:26:26.638970,user4965,0.09449798126813125,291.57378034879275,118,53.81280774165505,-118.57793930387653
Safe Zones,2024-07-26T03:34:40.014785,user1154,58.45882446882392,667.8400304443363,0,49.66273127312267,-112.26204852535002
Car Crash,2024-07-27T06:57:27.114934,user3456,3.3021867241685934,564.2714644943395,106,53.837815302865444,-118.53629198508693
Wildfire Zones,2024-07-26T01:03:38.041790,user1657,121.72439089584098,33.94135295317946,138,58.43997833085875,-110.50494683022382
Wildfire Zones,2024-07-27T07:20:16.062173,user3889,81.05268906203239,315.64102546171034,0,53.828385122401194,-118.6021031934413
No Gas,2024-07-27T10:06:18.896679,user4818,24.881977242006336,1892.0417203387224,81,53.997158175173674,-118.67303326518629
No Gas,2024-07-27T20:24:35.907666,user1104,10.999028253931195,836.8940280198043,109,53.83337320172088,-118.54900946759311
First Responders,2024-07-26T07:16:44.424825,user810,9.908562628191893,221.3583008169785,131,53.99807261160363,-118.66215095375459
No Gas,2024-07-26T00:08:04.088777,user909,42.89959745430969,1080.719362042183,96,53.876993274396014,-118.67206807945018
No Gas,2024-07-27T22:02:00.043488,user4748,2.6392421346371564,1580.699796112036,0,53.89577624581659,-118.60236430089878
Shelter,2024-07-27T11:57:59.308598,user1597,29.238262973098756,22228.337564001402,0,53.9246828943572,-118.68891105959544
Low Visibility,2024-07-27T06:44:41.172096,user364,4.192393924865688,25120.460950219534,0,53.88092948488656,-118.50730005334937
Object Blockage,2024-07-26T06:57:18.218785,user1976,22.855390600780613,10768.920599389114,171,53.82544161623209,-118.65542447794476
First Responders,2024-07-26T03:24:34.146073,user703,4.475355507415286,11311.40925951265,98,53.8097392056797,-118.60636365833402
First Responders,2024-07-26T13:56:25.731876,user4054,8.046423580250668,603.3119118528222,0,49.00430280425472,-114.95962537041396
Wildfire Zones,2024-07-26T23:52:32.739405,user1649,18.318186679041485,1781.7843108399693,162,53.924702593055045,-118.63988019833295
Low Visibility,2024-07-26T10:57:24.379336,user4277,18.753483693675435,995.0393209465425,0,53.93740916443881,-118.50051589470468
First Responders,2024-07-27T13:58:00.146275,user485,18.80512731994305,1722.823692182224,100,53.97184428715042,-118.58054488654109
Slow Area,2024-07-26T04:50:19.433404,user1005,64.99298815869189,622.3794661831314,0,53.81322977451294,-118.56364733722036
No Gas,2024-07-27T19:32:34.959814,user2854,2.1454014785071465,98.03937179033161,0,53.870158337672166,-118.6719886950263
No Gas,2024-07-27T12:43:14.151075,user2592,12.173617177301214,6920.396620976113,98,53.81214716977274,-118.60199185543766
Slow Area,2024-07-27T01:50:50.761520,user4872,24.92108801885223,450.77345604372744,0,53.81163602138372,-118.66752071867387
Object Blockage,2024-07-26T02:49:40.274729,user4364,109.79712185614208,653.7222876095257,148,53.999284695250516,-118.65283990199764
Wildfire Zones,2024-07-27T11:33:39.273115,user86,55.47459184467583,459.4165264842024,0,54.536324359866065,-113.402125906997
Low Visibility,2024-07-27T19:42:04.990165,user2813,13.274241271580605,19475.50343914929,149,58.298425124634115,-112.56578543776347
Wildfire Zones,2024-07-26T20:44:40.691698,user3046,2.190215431890652,1142.68691491055,0,53.99414890381151,-118.5582585410114
Safe Zones,2024-07-26T05:47:29.470862,user1910,69.94555383602237,28099.234701280493,0,53.920236351806395,-118.58224244990006
First Responders,2024-07-26T15:35:55.781931,user378,96.59318505807222,5369.208961730776,0,53.884437684263794,-118.50792894863825
First Responders,2024-07-27T00:35:15.507885,user3338,139.85430516921207,347.7177344715322,104,53.930338688393824,-118.66577708108778
Slow Area,2024-07-27T10:01:13.052082,user2296,24.440945778386567,1395.2884006874174,97,53.99481320777805,-118.52876707310905
Slow Area,2024-07-27T06:06:10.634526,user56,127.32193845545821,1143.7063199675576,87,53.92795510847022,-118.69900417232718
Object Blockage,2024-07-26T19:38:48.671057,user1322,4.49432930616285,20943.555152803743,104,53.94692126935616,-118.69270819427369
Object Blockage,2024-07-27T21:13:41.198124,user1702,103.3645734470303,23739.581333711936,0,53.893474711966384,-118.69240095392739
Object Blockage,2024-07-26T00:23:45.147673,user2804,5.9617697570265165,22553.738313768194,0,53.83646473747762,-118.68345615301679
Wildfire Zones,2024-07-26T05:10:23.715165,user3725,113.22548531887853,1285.721719335902,0,53.938844014784124,-118.57526523823192
Wildfire Zones,2024-07-26T17:02:18.353152,user4567,27.32750319860484,1143.2621060098245,0,52.76501057182096,-118.42325566117998
Safe Zones,2024-07-27T13:04:45.741982,user3410,100.8772536843498,1840.257975933866,110,53.93695056301954,-118.54151361485418
Wildfire Zones,2024-07-26T16:04:10.782194,user3230,11.292104164177735,1003.5384704395716,133,53.92749535801131,-118.5486458559373
Safe Zones,2024-07-26T05:20:15.949669,user1106,4.184358478690347,1334.7033563458047,93,53.99912397559592,-118.58253848629947
Safe Zones,2024-07-27T23:52:06.616974,user4790,14.719122740082362,9091.498303601034,0,53.89773780254264,-118.64787535156806
No Gas,2024-07-26T18:26:30.229884,user3253,99.20880362828045,25971.249297876988,0,55.13424623376825,-114.68168463649148
Car Crash,2024-07-26T16:47:23.150552,user553,26.5082482896104,14660.134812406619,114,53.888882572409486,-118.56909843825953
No Gas,2024-07-26T19:47:46.017872,user4807,132.954614707215,1875.9823158121237,154,54.02306220762231,-110.40474601198434
Wildfire Zones,2024-07-27T07:30:58.460641,user945,14.742088221247979,882.8939674274931,0,53.900095564280704,-118.67548214079657
First Responders,2024-07-26T17:04:42.716674,user20,29.943100009547024,1570.9861552373168,90,51.266558680019365,-113.14183940416035
Shelter,2024-07-26T14:43:02.257910,user1844,130.64869687964944,391.2347383507505,73,53.84150982765034,-118.51517307427672
No Gas,2024-07-26T06:23:34.062766,user2116,147.76861296596215,963.6111957375805,0,53.94593380418278,-118.55898995319721
Object Blockage,2024-07-26T08:25:27.128590,user55,104.00305113897055,1758.6927742301018,128,53.99204080205448,-118.67285782053986
No Gas,2024-07-26T05:02:39.393265,user1314,86.00276851799164,1543.5656155368176,78,53.874795009166476,-118.5652068659042
Slow Area,2024-07-27T03:53:36.887040,user1086,130.5212131435186,20575.362692863862,149,53.927412319377716,-118.64347887701658
Safe Zones,2024-07-26T03:42:54.589824,user1020,65.09727661512113,1038.558504574018,166,53.93712030698314,-118.59693968551913
Object Blockage,2024-07-26T01:01:34.954539,user3868,25.806129898420064,221.65371525336298,151,53.92753418403297,-118.53842595430443
Wildfire Zones,2024-07-27T07:12:29.099760,user1112,80.2380263085198,1654.474218463191,93,53.81184746912806,-118.65563338139526
Shelter,2024-07-26T15:51:48.180446,user2612,26.28520192573611,1817.6899375676635,125,53.922521049654186,-118.60690404418122
Safe Zones,2024-07-26T12:52:22.101063,user1093,22.66975887185785,1297.5269069838962,149,53.83110484898933,-118.5077876718158
Wildfire Zones,2024-07-26T11:57:05.939076,user17,20.67593310638535,340.78622594655053,0,53.87040615605728,-118.57066537799251
No Gas,2024-07-26T14:14:38.358819,user2074,58.418629851811076,7816.435237450434,76,53.941390977958115,-118.54323474471643
Low Visibility,2024-07-26T19:39:52.937756,user1923,7.121483736669293,181.82850458010103,0,53.8245072316148,-118.64258468353549
Car Crash,2024-07-27T15:19:08.798068,user1456,13.301012541890813,692.641469067872,127,53.851960206006645,-118.52782235709934
Low Visibility,2024-07-27T18:42:25.340875,user353,86.63181748584213,357.4702451997761,101,53.92634114649746,-118.67995360661628
Object Blockage,2024-07-27T03:22:03.005455,user3600,122.95955365185347,636.3821319266582,0,53.80091844247088,-118.63596676077874
Shelter,2024-07-26T04:01:23.907750,user1480,12.79674180881281,321.7573716617459,0,53.982440101321416,-118.63217667220779
First Responders,2024-07-26T15:16:58.987708,user485,18.62700372152485,12799.409737986918,0,53.94535546868819,-118.59870936907399
Shelter,2024-07-27T12:20:35.293998,user520,4.512523148464331,1052.2876611191377,0,49.990620945027786,-115.67324349219663
Safe Zones,2024-07-27T16:03:36.346575,user2021,21.65360577657897,24469.880882725825,0,53.96478615098828,-118.58983332169797
Car Crash,2024-07-26T20:15:57.214368,user3624,117.24389926305,167.50662646594628,172,53.91596148471971,-118.65595943758562
Safe Zones,2024-07-27T20:38:48.077734,user1069,38.89523013617098,232.14877915801958,0,53.874112933479715,-118.5109021866003
Shelter,2024-07-27T18:11:46.684877,user4935,126.64493985466964,1996.1085012900862,0,53.889660119714605,-118.62615117925671
Object Blockage,2024-07-27T07:23:14.056709,user3425,125.0189578641479,16088.025918489744,0,53.85048223892533,-118.61046014452144
Safe Zones,2024-07-26T16:15:35.408025,user527,58.02863707861834,18721.108172597564,140,53.17857195660905,-118.52118684258704
Low Visibility,2024-07-27T18:14:11.300941,user4310,20.756443505796273,17991.849292155435,129,53.92119754346956,-118.67185538124532
Wildfire Zones,2024-07-26T08:56:09.793401,user826,16.152114463044924,407.6322204474225,135,53.9306003241323,-118.55044553020868
Safe Zones,2024-07-26T16:55:32.829881,user3271,73.6720772160864,827.2884940558483,115,57.215443416224424,-113.61477211460492
First Responders,2024-07-26T03:40:42.056079,user3559,114.70979091257789,1652.7324179995935,128,53.99236353072543,-118.5156850248846
Wildfire Zones,2024-07-27T00:12:37.180339,user1613,62.477438895057176,128.66284926223437,0,53.98353650034933,-118.59685624068885
Shelter,2024-07-26T23:04:00.667919,user2211,1.9259064923561764,4252.433914995632,0,51.60070633024708,-119.85512084142194
Shelter,2024-07-27T20:51:05.405467,user488,13.301389840350348,19005.47276199699,180,53.96430099977142,-118.65232531747168
